PERMIT #,CASE_TYPE,CASE_TYPE_DESC,SUB_TYPE,SUB_TYPE_DESC,CONSTRUCTION COST,Square Footage,STATUS_CODE,Date_Initiated,Date_Issued,TASK_CODE,TASK_DESC,RESULT_CODE,RESULT_DESC,Task_Complete_Date
2018060912,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,34000.00,0.00,DONE,09-25-2018,09-25-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,09-25-2018
2018037902,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",2246527.00,0.00,DONE,06-28-2018,09-25-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,06-28-2018
2018045043,CACR,Building Commercial - Rehab,CAF19A203,Restaurant (Full Service),20000.00,0.00,DONE,07-31-2018,09-25-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,08-03-2018
2018029097,CACR,Building Commercial - Rehab,CAF20M001,"Retail, Department / Retail Stores",1638473.00,0.00,DONE,05-22-2018,09-26-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,06-28-2018
2018060795,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",72000.00,0.00,DONE,09-25-2018,09-26-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,09-25-2018
2018033858,CACA,Building Commercial - Addition,CAL08A399,"Golf Course, Assembly A-3 (Clubhouse)",3000000.00,0.00,DONE,06-13-2018,09-26-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,08-23-2018
2018040925,CACR,Building Commercial - Rehab,CAF20M001,"Retail, Department / Retail Stores",150000.00,0.00,DONE,07-13-2018,09-26-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,07-13-2018
2018058463,CARN,Building Residential - New,CAA01R301,Single Family Residence,305260.33,2961.00,DONE,09-13-2018,09-26-2018,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-26-2018
2018054751,CARN,Building Residential - New,CAA01R301,Single Family Residence,383172.50,3806.00,DONE,08-27-2018,09-26-2018,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-26-2018
2018054754,CARN,Building Residential - New,CAA01R301,Single Family Residence,389142.95,3859.00,DONE,08-27-2018,09-26-2018,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-26-2018
2018058469,CARN,Building Residential - New,CAA01R301,Single Family Residence,351693.11,3407.00,DONE,09-13-2018,09-26-2018,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-26-2018
2018054758,CARN,Building Residential - New,CAA01R301,Single Family Residence,297529.18,2992.00,DONE,08-27-2018,09-26-2018,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-26-2018
2018057067,CARN,Building Residential - New,CAA01R301,Single Family Residence,296813.47,2915.00,DONE,09-06-2018,09-26-2018,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-26-2018
2018057070,CARN,Building Residential - New,CAA01R301,Single Family Residence,383647.27,3713.00,DONE,09-06-2018,09-26-2018,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-26-2018
2018037330,CACR,Building Commercial - Rehab,CAF30A203,Restaurant (Fast Food),250000.00,0.00,DONE,06-27-2018,09-27-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,06-27-2018
2018061236,CACR,Building Commercial - Rehab,CAF19A203,Restaurant (Full Service),10400.00,0.00,DONE,09-26-2018,09-27-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,09-27-2018
2018058602,CARN,Building Residential - New,CAA01R301,Single Family Residence,203166.66,2164.00,DONE,09-13-2018,09-28-2018,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-19-2018
2018049477,CARN,Building Residential - New,CAA01R301,Single Family Residence,261969.96,2686.00,DONE,08-17-2018,09-28-2018,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-19-2018
2018050792,CARN,Building Residential - New,CAA01R301,Single Family Residence,229680.26,2342.00,DONE,08-23-2018,09-28-2018,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-19-2018
2018058594,CARN,Building Residential - New,CAA01R301,Single Family Residence,317560.42,3072.00,DONE,09-13-2018,09-28-2018,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-19-2018
2018036472,CACR,Building Commercial - Rehab,CAE04B016,"Medical Office, Professional Services",246926.76,0.00,DONE,06-22-2018,09-28-2018,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-11-2018
2018036472,CACR,Building Commercial - Rehab,CAE04B016,"Medical Office, Professional Services",246926.76,0.00,DONE,06-22-2018,09-28-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,09-05-2018
2018061609,CACR,Building Commercial - Rehab,CAA03R299,"Multifamily, Condominium > 5 Unit Bldg",24000.00,0.00,DONE,09-27-2018,09-28-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,09-27-2018
2018042379,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",4410888.00,0.00,DONE,07-20-2018,09-28-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,09-24-2018
2018061937,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,13067.40,116.00,DONE,09-28-2018,09-28-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,09-28-2018
2018056707,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,108837.76,1384.00,DONE,09-05-2018,09-28-2018,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-28-2018
2018049142,CACH,Building Commercial - Shell,CAF14R102,Hotel / Motel,49244855.93,430539.00,DONE,08-16-2018,09-28-2018,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-24-2018
2018046494,CACR,Building Commercial - Rehab,CAF20M001,"Retail, Department / Retail Stores",175000.00,0.00,DONE,08-07-2018,10-01-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,08-07-2018
2018062050,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,5500.00,0.00,DONE,10-01-2018,10-01-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,10-01-2018
2018049925,CACT,Building Commercial - Tenant Finish Out,CAF19A203,Restaurant (Full Service),140000.00,0.00,DONE,08-21-2018,10-01-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,10-01-2018
2018049925,CACT,Building Commercial - Tenant Finish Out,CAF19A203,Restaurant (Full Service),140000.00,0.00,DONE,08-21-2018,10-01-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,08-21-2018
2018062190,CARN,Building Residential - New,CAA01R301,Single Family Residence,6000.00,0.00,DONE,10-01-2018,10-01-2018,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,10-01-2018
2018061272,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,20000.00,0.00,DONE,09-26-2018,10-01-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,09-28-2018
2018043200,CACT,Building Commercial - Tenant Finish Out,CAE04B016,"Medical Office, Professional Services",3934546.00,63800.00,DONE,07-24-2018,10-02-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,07-25-2018
2018062358,CACR,Building Commercial - Rehab,CAF19A203,Restaurant (Full Service),2100.00,0.00,DONE,10-02-2018,10-02-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,10-02-2018
2018058730,CACN,Building Commercial - New,CAF14R102,Hotel / Motel,1200000.00,0.00,DONE,09-14-2018,10-02-2018,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,09-18-2018
2018060891,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,41000.00,0.00,DONE,09-25-2018,10-03-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,09-25-2018
2018060728,CACR,Building Commercial - Rehab,CAE02I002,"Hospital, Institutional I-2",102000.00,0.00,DONE,09-24-2018,10-03-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,09-25-2018
2018062730,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,28674.05,77.00,DONE,10-03-2018,10-03-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,10-03-2018
2018057155,CACR,Building Commercial - Rehab,CAE04B016,"Medical Office, Professional Services",300000.00,0.00,DONE,09-07-2018,10-03-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,09-07-2018
2018028636,CACH,Building Commercial - Shell,CAA03R399,"Multifamily, Apt / Twnhome > 5 Unit Bldg",518572.15,7405.00,ISSUE,05-21-2018,10-03-2018,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,09-24-2018
2018062440,CARR,Building Residential - Rehab,CAA03R299,"Multifamily, Condominium > 5 Unit Bldg",0.00,0.00,DONE,10-02-2018,10-04-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,10-02-2018
2018062440,CARR,Building Residential - Rehab,CAA03R299,"Multifamily, Condominium > 5 Unit Bldg",0.00,0.00,DONE,10-02-2018,10-04-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,10-02-2018
2018061899,CACR,Building Commercial - Rehab,CAF06A204,"Bar Or Nightclub, Tavern And Bars",95000.00,0.00,DONE,09-28-2018,10-04-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,10-01-2018
2018063170,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,1900000.00,0.00,DONE,10-04-2018,10-04-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,10-04-2018
2018046971,CARN,Building Residential - New,CAA01R301,Single Family Residence,401398.20,4230.00,DONE,08-08-2018,10-04-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,08-09-2018
2018030294,CACH,Building Commercial - Shell,CAD02B016,"General Office, Professional Services",30225908.68,272022.00,DONE,05-29-2018,10-04-2018,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-09-2018
2018060227,CACR,Building Commercial - Rehab,CAF19A203,Restaurant (Full Service),20000.00,0.00,DONE,09-21-2018,10-05-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,09-21-2018
2018063301,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,66625.20,920.00,DONE,10-04-2018,10-05-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,10-04-2018
2018050672,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",176000.00,0.00,DONE,08-23-2018,10-05-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,08-23-2018
2018046421,CACF,Building Commercial - Foundation,CAD02B016,"General Office, Professional Services",5000000.00,355496.00,DONE,08-06-2018,10-05-2018,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,10-02-2018
2018061367,CARN,Building Residential - New,CAA01R301,Single Family Residence,205477.42,2168.00,DONE,09-26-2018,10-08-2018,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,10-05-2018
2018061400,CARN,Building Residential - New,CAA01R301,Single Family Residence,204249.27,2113.00,DONE,09-26-2018,10-08-2018,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,10-05-2018
2018061402,CARN,Building Residential - New,CAA01R301,Single Family Residence,205477.42,2168.00,DONE,09-26-2018,10-08-2018,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,10-05-2018
2018061404,CARN,Building Residential - New,CAA01R301,Single Family Residence,286612.78,2870.00,DONE,09-26-2018,10-08-2018,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,10-05-2018
2018061438,CARN,Building Residential - New,CAA01R301,Single Family Residence,269715.28,2720.00,DONE,09-27-2018,10-08-2018,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,10-05-2018
2018061460,CARN,Building Residential - New,CAA01R301,Single Family Residence,286612.78,2870.00,DONE,09-27-2018,10-08-2018,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,10-05-2018
2018061515,CARN,Building Residential - New,CAA01R301,Single Family Residence,268882.72,2658.00,DONE,09-27-2018,10-08-2018,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,10-05-2018
2018061518,CARN,Building Residential - New,CAA01R301,Single Family Residence,286612.78,2870.00,DONE,09-27-2018,10-08-2018,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,10-05-2018
2018061528,CARN,Building Residential - New,CAA01R301,Single Family Residence,269715.28,2720.00,DONE,09-27-2018,10-08-2018,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,10-05-2018
2018061532,CARN,Building Residential - New,CAA01R301,Single Family Residence,286612.78,2870.00,DONE,09-27-2018,10-08-2018,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,10-05-2018
2018061552,CARN,Building Residential - New,CAA01R301,Single Family Residence,268882.72,2658.00,DONE,09-27-2018,10-08-2018,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,10-05-2018
2018061557,CARN,Building Residential - New,CAA01R301,Single Family Residence,205477.42,2168.00,DONE,09-27-2018,10-08-2018,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,10-05-2018
2018061565,CARN,Building Residential - New,CAA01R301,Single Family Residence,267879.22,2658.00,DONE,09-27-2018,10-08-2018,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,10-05-2018
2018061574,CARN,Building Residential - New,CAA01R301,Single Family Residence,286612.78,2870.00,DONE,09-27-2018,10-08-2018,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,10-05-2018
2018061316,CACR,Building Commercial - Rehab,CAF31A203,Restaurant (Take Out),10000.00,0.00,DONE,09-26-2018,10-08-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,10-04-2018
2018061593,CARN,Building Residential - New,CAA01R301,Single Family Residence,269715.28,2720.00,DONE,09-27-2018,10-08-2018,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,10-05-2018
2018061602,CARN,Building Residential - New,CAA01R301,Single Family Residence,286612.78,2870.00,DONE,09-27-2018,10-08-2018,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,10-05-2018
2018062473,CARN,Building Residential - New,CAA01R301,Single Family Residence,269715.28,2720.00,DONE,10-02-2018,10-08-2018,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,10-05-2018
2018062482,CARN,Building Residential - New,CAA01R301,Single Family Residence,205477.42,2168.00,DONE,10-02-2018,10-08-2018,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,10-05-2018
2018062488,CARN,Building Residential - New,CAA01R301,Single Family Residence,286612.78,2870.00,DONE,10-02-2018,10-08-2018,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,10-05-2018
2018062501,CARN,Building Residential - New,CAA01R301,Single Family Residence,267879.22,2658.00,DONE,10-02-2018,10-08-2018,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,10-05-2018
2018043960,CACH,Building Commercial - Shell,SHELL,Commercial Shell Generic,9909642.77,82832.00,DONE,07-26-2018,10-08-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,09-10-2018
2018063704,CARN,Building Residential - New,CAA01R301,Single Family Residence,116299.17,1065.00,DONE,10-08-2018,10-09-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,10-08-2018
2018063695,CARN,Building Residential - New,CAA01R301,Single Family Residence,199604.79,1819.00,DONE,10-08-2018,10-09-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,10-08-2018
2018063701,CARN,Building Residential - New,CAA01R301,Single Family Residence,147394.87,1335.00,DONE,10-08-2018,10-09-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,10-08-2018
2018058893,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",108488.00,0.00,DONE,09-17-2018,10-09-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,09-17-2018
2018063933,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",19637.20,440.00,DONE,10-09-2018,10-09-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,10-09-2018
2018063914,CARN,Building Residential - New,CAA01R301,Single Family Residence,306757.62,3118.00,DONE,10-09-2018,10-09-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,10-09-2018
2018063910,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",21556.29,483.00,DONE,10-09-2018,10-09-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,10-09-2018
2018063923,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",21556.29,483.00,DONE,10-09-2018,10-09-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,10-09-2018
2018063631,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",25000.00,0.00,DONE,10-08-2018,10-09-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,10-08-2018
2018061247,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,42568.00,368.00,DONE,09-26-2018,10-09-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,09-27-2018
2018035284,CACA,Building Commercial - Addition,CAF19A203,Restaurant (Full Service),256784.00,1600.00,ISSUE,06-19-2018,10-09-2018,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,06-20-2018
2018063293,CARN,Building Residential - New,CAA01R301,Single Family Residence,286612.78,2870.00,DONE,10-04-2018,10-09-2018,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,10-05-2018
2018063277,CARN,Building Residential - New,CAA01R301,Single Family Residence,286612.78,2870.00,DONE,10-04-2018,10-09-2018,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,10-05-2018
2018063292,CARN,Building Residential - New,CAA01R301,Single Family Residence,286612.78,2870.00,DONE,10-04-2018,10-09-2018,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,10-05-2018
