PERMIT #,CASE_TYPE,CASE_TYPE_DESC,SUB_TYPE,SUB_TYPE_DESC,CONSTRUCTION COST,Square Footage,STATUS_CODE,Date_Initiated,Date_Issued
2018032369,CACR,Building Commercial - Rehab,CAF19A203,Restaurant (Full Service),35000,0,DONE,6/6/2018,8/15/2018
2018048827,CARK,Building Residential - Roofing / Siding,CAA01R301,Single Family Residence,9000,0,DONE,8/15/2018,8/15/2018
2018048833,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,20340,0,DONE,8/15/2018,8/15/2018
2018048829,CARK,Building Residential - Roofing / Siding,CAA01R301,Single Family Residence,3300,0,DONE,8/15/2018,8/15/2018
2018045651,CACA,Building Commercial - Addition,CAF19A203,Restaurant (Full Service),42471,495,DONE,8/2/2018,8/15/2018
2018032422,CACR,Building Commercial - Rehab,CAI01A317,"Airport/Heliport, Passngr Statn(Waitarea",850000,0,DONE,6/6/2018,8/15/2018
2018035659,CACR,Building Commercial - Rehab,CAI01A317,"Airport/Heliport, Passngr Statn(Waitarea",118000,0,DONE,6/20/2018,8/15/2018
2018042127,CACN,Building Commercial - New,CAF14R102,Hotel / Motel,2485000,0,DONE,7/19/2018,8/15/2018
2018047313,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,33795,300,DONE,8/9/2018,8/15/2018
2018048917,CARR,Building Residential - Rehab,CAA02R302,Duplex,19000,0,DONE,8/15/2018,8/15/2018
2018046354,CARN,Building Residential - New,CAA01R301,Single Family Residence,267881.7,2378,DONE,8/6/2018,8/15/2018
2018035278,CACR,Building Commercial - Rehab,CAF19A203,Restaurant (Full Service),122000,0,DONE,6/19/2018,8/15/2018
2018038070,CACR,Building Commercial - Rehab,CAF14R102,Hotel / Motel,350000,0,DONE,6/29/2018,8/15/2018
2018045755,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",270000,0,DONE,8/3/2018,8/16/2018
2018046904,CARN,Building Residential - New,CAA02R302,Duplex,160875.45,1473,DONE,8/8/2018,8/16/2018
2018030749,CACH,Building Commercial - Shell,CAF20M001,"Retail, Department / Retail Stores",1250000,0,DONE,5/30/2018,8/16/2018
2018049056,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,30000,0,DONE,8/16/2018,8/16/2018
2018047146,CARN,Building Residential - New,CAA11R301,Detached Accessory Dwelling Unit,108144,960,DONE,8/8/2018,8/16/2018
2018047137,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,108144,960,DONE,8/8/2018,8/16/2018
2018047354,CARN,Building Residential - New,CAA01R301,Single Family Residence,255181.12,2636,DONE,8/9/2018,8/16/2018
2018047361,CARN,Building Residential - New,CAA01R301,Single Family Residence,250845.04,2612,DONE,8/9/2018,8/16/2018
2018049038,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,30000,0,DONE,8/16/2018,8/16/2018
2018049064,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,3000,0,DONE,8/16/2018,8/16/2018
2018047358,CARN,Building Residential - New,CAA01R301,Single Family Residence,255181.12,2636,DONE,8/9/2018,8/16/2018
2018049076,CARN,Building Residential - New,CAA14U011,"Accessory Structure, Shed / Storage Bldg",2500,0,DONE,8/16/2018,8/16/2018
2018040794,CARN,Building Residential - New,CAA03R298,"Multifamily, Condominium 3&4 Unit Bldg",181370,1370,DONE,7/13/2018,8/16/2018
2018040788,CARN,Building Residential - New,CAA03R298,"Multifamily, Condominium 3&4 Unit Bldg",186373,1373,DONE,7/13/2018,8/16/2018
2018047900,CARN,Building Residential - New,CAA01R301,Single Family Residence,168073.8,1492,DONE,8/13/2018,8/16/2018
2018047905,CARN,Building Residential - New,CAA01R301,Single Family Residence,168073.8,1492,DONE,8/13/2018,8/16/2018
2018047907,CARN,Building Residential - New,CAA01R301,Single Family Residence,171115.35,1519,DONE,8/13/2018,8/16/2018
2018040795,CARN,Building Residential - New,CAA03R298,"Multifamily, Condominium 3&4 Unit Bldg",181370,1370,DONE,7/13/2018,8/16/2018
2018047912,CARN,Building Residential - New,CAA01R301,Single Family Residence,168073.8,1492,DONE,8/13/2018,8/16/2018
2018040797,CARN,Building Residential - New,CAA03R298,"Multifamily, Condominium 3&4 Unit Bldg",186373,1373,DONE,7/13/2018,8/16/2018
2018047915,CARN,Building Residential - New,CAA01R301,Single Family Residence,168073.8,1492,DONE,8/13/2018,8/16/2018
2018047918,CARN,Building Residential - New,CAA01R301,Single Family Residence,168073.8,1492,DONE,8/13/2018,8/16/2018
2018047924,CARN,Building Residential - New,CAA01R301,Single Family Residence,167961.15,1491,DONE,8/13/2018,8/16/2018
2018047926,CARN,Building Residential - New,CAA01R301,Single Family Residence,171115.35,1519,DONE,8/13/2018,8/16/2018
2018047931,CARN,Building Residential - New,CAA01R301,Single Family Residence,167961.15,1491,DONE,8/13/2018,8/16/2018
2018047933,CARN,Building Residential - New,CAA01R301,Single Family Residence,167961.15,1491,DONE,8/13/2018,8/16/2018
2018047939,CARN,Building Residential - New,CAA01R301,Single Family Residence,167961.15,1491,DONE,8/13/2018,8/16/2018
2018047941,CARN,Building Residential - New,CAA01R301,Single Family Residence,171115.35,1519,DONE,8/13/2018,8/16/2018
2018047943,CARN,Building Residential - New,CAA01R301,Single Family Residence,167961.15,1491,DONE,8/13/2018,8/16/2018
2018047946,CARN,Building Residential - New,CAA01R301,Single Family Residence,167961.15,1491,DONE,8/13/2018,8/16/2018
2018049080,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,64886.4,576,DONE,8/16/2018,8/16/2018
2018016701,CACT,Building Commercial - Tenant Finish Out,CAF06A204,"Bar Or Nightclub, Tavern And Bars",65000,0,DONE,3/26/2018,8/16/2018
2018046682,CARN,Building Residential - New,CAA01R301,Single Family Residence,548000,0,DONE,8/7/2018,8/16/2018
2018048369,CARN,Building Residential - New,CAA01R301,Single Family Residence,517963.8,5232,DONE,8/14/2018,8/16/2018
2018048944,CACR,Building Commercial - Rehab,CAF30A203,Restaurant (Fast Food),1000,0,DONE,8/15/2018,8/16/2018
2018039818,CARN,Building Residential - New,CAA01R301,Single Family Residence,644451.44,6254,DONE,7/10/2018,8/16/2018
2018049110,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,39652.8,352,DONE,8/16/2018,8/16/2018
2018049137,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,50000,0,DONE,8/16/2018,8/16/2018
2018049203,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,110000,0,DONE,8/16/2018,8/16/2018
2018049217,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,4000,0,DONE,8/16/2018,8/16/2018
2018045538,CARN,Building Residential - New,CAA01R301,Single Family Residence,452538.6,4188,DONE,8/2/2018,8/16/2018
2018041334,CARN,Building Residential - New,CAA01R301,Single Family Residence,207371.96,2092,DONE,7/16/2018,8/16/2018
2018042512,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,102511.5,910,DONE,7/20/2018,8/16/2018
2018049229,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,200000,0,DONE,8/16/2018,8/16/2018
2018049245,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,15000,0,DONE,8/16/2018,8/16/2018
2018039999,CARN,Building Residential - New,CAA01R301,Single Family Residence,243835.65,2237,DONE,7/10/2018,8/16/2018
2018040004,CARN,Building Residential - New,CAA01R301,Single Family Residence,279355.98,2882,DONE,7/10/2018,8/16/2018
2018040998,CARN,Building Residential - New,CAA01R301,Single Family Residence,234003.96,2320,DONE,7/13/2018,8/16/2018
2018029161,CACR,Building Commercial - Rehab,CAF30A203,Restaurant (Fast Food),500000,0,DONE,5/22/2018,8/17/2018
2018049344,CARN,Building Residential - New,CAA14U011,"Accessory Structure, Shed / Storage Bldg",3100,0,DONE,8/17/2018,8/17/2018
2018046106,CARN,Building Residential - New,CAA01R301,Single Family Residence,217300.32,2370,DONE,8/6/2018,8/17/2018
2018046099,CARN,Building Residential - New,CAA01R301,Single Family Residence,217300.32,2370,DONE,8/6/2018,8/17/2018
2018049119,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",131320,0,DONE,8/16/2018,8/17/2018
2018047630,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,103144.95,383,DONE,8/10/2018,8/17/2018
2018049355,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,186436.8,3120,DONE,8/17/2018,8/17/2018
2018044955,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,200000,0,DONE,7/31/2018,8/17/2018
2018049375,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,32105.25,285,DONE,8/17/2018,8/17/2018
2018049384,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,3200,0,DONE,8/17/2018,8/17/2018
2018049378,CARN,Building Residential - New,CAA14U011,"Accessory Structure, Shed / Storage Bldg",12000,0,DONE,8/17/2018,8/17/2018
2018048624,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,57119.4,780,DONE,8/14/2018,8/17/2018
2018039946,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,400000,0,DONE,7/10/2018,8/17/2018
2018044393,CARN,Building Residential - New,CAA01R301,Single Family Residence,180068,1840,DONE,7/27/2018,8/17/2018
2018046817,CARN,Building Residential - New,CAA01R301,Single Family Residence,180068,1840,DONE,8/7/2018,8/17/2018
2018044984,CACR,Building Commercial - Rehab,CAF19A203,Restaurant (Full Service),5000,0,DONE,7/31/2018,8/17/2018
2018047854,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,10000,0,DONE,8/12/2018,8/17/2018
2018047188,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,325000,0,DONE,8/9/2018,8/17/2018
2018047237,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,250000,0,DONE,8/11/2018,8/17/2018
2018048031,CACN,Building Commercial - New,CAF14R102,Hotel / Motel,705159.36,0,DONE,8/13/2018,8/17/2018
2018049422,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,230000,0,DONE,8/17/2018,8/17/2018
2018049382,CACR,Building Commercial - Rehab,CAE04B016,"Medical Office, Professional Services",45000,0,DONE,8/17/2018,8/17/2018
2018038901,CACR,Building Commercial - Rehab,CAF31A203,Restaurant (Take Out),2500,0,DONE,7/5/2018,8/17/2018
2018041219,CACR,Building Commercial - Rehab,CAF30A203,Restaurant (Fast Food),50000,0,DONE,7/16/2018,8/17/2018
2018049346,CACR,Building Commercial - Rehab,CAA03R399,"Multifamily, Apt / Twnhome > 5 Unit Bldg",150000.01,0.01,DONE,8/17/2018,8/17/2018
2018032447,CACG,Building Commercial - Structural Frame,CAD02B016,"General Office, Professional Services",45864392.51,639248,DONE,6/6/2018,8/17/2018
2018049366,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,430442,1160,DONE,8/17/2018,8/17/2018
2018028402,CARN,Building Residential - New,CAA01R301,Single Family Residence,232205.86,2376,DONE,5/18/2018,8/17/2018
2018047806,CARR,Building Residential - Rehab,CAA11R301,Detached Accessory Dwelling Unit,1300,0,DONE,8/10/2018,8/17/2018
2018048931,CARN,Building Residential - New,CAA01R301,Single Family Residence,90000,0,DONE,8/15/2018,8/17/2018
2018049560,CARN,Building Residential - New,CAA14U004,"Accessory Structure, Carport",4000,0,DONE,8/20/2018,8/20/2018
2018020141,CACF,Building Commercial - Foundation,CAE04B016,"Medical Office, Professional Services",1750000,0,DONE,4/11/2018,8/20/2018
2018012864,CACG,Building Commercial - Structural Frame,CAE04B016,"Medical Office, Professional Services",17500000,0,DONE,3/8/2018,8/20/2018
2018049585,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,120000,0,DONE,8/20/2018,8/20/2018
2018027895,CACR,Building Commercial - Rehab,CAF12M001,"Furniture Store, Dept/Retail Stores",60000,0,DONE,5/16/2018,8/20/2018
2018049597,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,150000,0,DONE,8/20/2018,8/20/2018
2018042768,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,50000,0,DONE,7/23/2018,8/20/2018
2018047172,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",32364,720,DONE,8/8/2018,8/20/2018
2018044528,CARN,Building Residential - New,CAA01R301,Single Family Residence,328812.26,3222,DONE,7/30/2018,8/20/2018
2018048019,CARN,Building Residential - New,CAA01R301,Single Family Residence,290790.38,3062,DONE,8/13/2018,8/20/2018
2018029293,CACR,Building Commercial - Rehab,CAF19A203,Restaurant (Full Service),500000,0,DONE,5/23/2018,8/20/2018
2018045791,CARN,Building Residential - New,CAA01R301,Single Family Residence,335266.93,3327,DONE,8/3/2018,8/20/2018
2018049620,CACK,Building Commercial - Roofing / Siding,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",271669.62,0,DONE,8/20/2018,8/20/2018
2018048032,CARN,Building Residential - New,CAA01R301,Single Family Residence,272093.15,2829,DONE,8/13/2018,8/20/2018
2018048810,CARN,Building Residential - New,CAA01R301,Single Family Residence,348512.59,3479,DONE,8/15/2018,8/20/2018
2018048815,CARN,Building Residential - New,CAA01R301,Single Family Residence,319383.02,3218,DONE,8/15/2018,8/20/2018
2018044847,CARN,Building Residential - New,CAA01R301,Single Family Residence,319383.02,3218,DONE,7/31/2018,8/20/2018
2018045247,CARN,Building Residential - New,CAA01R301,Single Family Residence,625769.4,6506,DONE,8/1/2018,8/20/2018
2018047672,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",33000,0,DONE,8/10/2018,8/20/2018
2018049581,CARN,Building Residential - New,CAA14U011,"Accessory Structure, Shed / Storage Bldg",30000,0,DONE,8/20/2018,8/20/2018
2018049644,CARN,Building Residential - New,CAA01R301,Single Family Residence,354355.86,3488,DONE,8/20/2018,8/20/2018
2018049672,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,5000,0,DONE,8/20/2018,8/20/2018
2018049340,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",60000,0,DONE,8/17/2018,8/20/2018
2018022047,CARN,Building Residential - New,CAA01R301,Single Family Residence,337534.46,3390,DONE,4/19/2018,8/20/2018
2018022067,CARN,Building Residential - New,CAA01R301,Single Family Residence,337534.46,3390,DONE,4/19/2018,8/20/2018
2018037701,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,117944.55,1047,DONE,6/28/2018,8/20/2018
2018022010,CACN,Building Commercial - New,CAL17Z001,Zoo,1750000,0,DONE,4/19/2018,8/20/2018
2018048765,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,92000,0,DONE,8/15/2018,8/20/2018
2018019131,CARN,Building Residential - New,CAA01R301,Single Family Residence,210092.25,1865,DONE,4/6/2018,8/20/2018
2018019138,CARN,Building Residential - New,CAA01R301,Single Family Residence,210092.25,1865,DONE,4/6/2018,8/20/2018
2018038763,CARN,Building Residential - New,CAA11R301,Detached Accessory Dwelling Unit,45000,0,DONE,7/3/2018,8/20/2018
2018049824,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,2500,0,DONE,8/20/2018,8/20/2018
2018047079,CARN,Building Residential - New,CAA01R301,Single Family Residence,560911.99,5763,DONE,8/8/2018,8/20/2018
2018049423,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,100000,0,DONE,8/17/2018,8/20/2018
2018047054,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,160000,0,DONE,8/8/2018,8/21/2018
2018049837,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,1000,0,DONE,8/20/2018,8/21/2018
2018049905,CARN,Building Residential - New,CAA14U011,"Accessory Structure, Shed / Storage Bldg",2500,0,DONE,8/21/2018,8/21/2018
2018049918,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,3000,0,DONE,8/21/2018,8/21/2018
2018049916,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",6500,0,ISSUE,8/21/2018,8/21/2018
2018034588,CACN,Building Commercial - New,CAC03A314,"Community Education, Lecture Halls",14777878.96,85858,DONE,6/15/2018,8/21/2018
2018036697,CACR,Building Commercial - Rehab,CAF20M001,"Retail, Department / Retail Stores",161000,0,DONE,6/25/2018,8/21/2018
2018049948,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,72500,0,DONE,8/21/2018,8/21/2018
2018046210,CACA,Building Commercial - Addition,CAF19A203,Restaurant (Full Service),2000,0,DONE,8/6/2018,8/21/2018
2018049970,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,40000,0,DONE,8/21/2018,8/21/2018
2018049906,CARN,Building Residential - New,CAA01R301,Single Family Residence,335376.65,3427,DONE,8/21/2018,8/21/2018
2018049914,CARN,Building Residential - New,CAA01R301,Single Family Residence,343495.46,3298,DONE,8/21/2018,8/21/2018
2018049401,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,30000,0,DONE,8/17/2018,8/21/2018
2018048864,CARN,Building Residential - New,CAA01R301,Single Family Residence,213975,2140,DONE,8/15/2018,8/21/2018
2018048872,CARN,Building Residential - New,CAA01R301,Single Family Residence,213975,2140,DONE,8/15/2018,8/21/2018
2018048873,CARN,Building Residential - New,CAA01R301,Single Family Residence,213975,2140,DONE,8/15/2018,8/21/2018
2018045174,CARN,Building Residential - New,CAA01R301,Single Family Residence,432424,4448,DONE,8/1/2018,8/21/2018
2018049898,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",310000,0,DONE,8/21/2018,8/21/2018
2018036144,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",350000,0,DONE,6/21/2018,8/21/2018
2018049654,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",604000,0,DONE,8/20/2018,8/21/2018
2018049650,CACR,Building Commercial - Rehab,CAF08B000,"Business Service, Business Other",55000,0,DONE,8/20/2018,8/21/2018
2018050083,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,150000,0,DONE,8/21/2018,8/21/2018
2018050010,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,173034.8,1096,DONE,8/21/2018,8/21/2018
2018050047,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,15000,0,DONE,8/21/2018,8/21/2018
2018045631,CARN,Building Residential - New,CAA01R301,Single Family Residence,195780.83,2042,DONE,8/2/2018,8/21/2018
2018045636,CARN,Building Residential - New,CAA01R301,Single Family Residence,193019.23,2104,DONE,8/2/2018,8/21/2018
2018045637,CARN,Building Residential - New,CAA01R301,Single Family Residence,195780.83,2042,DONE,8/2/2018,8/21/2018
